foodId,Nama,Tipe
1016,Pisang Bolen Keju,kue-roti
1017,Puding Brownies,kue-roti
1018,Pie Vla Buah Mini (Fruit Tartlet),kue-roti
1019,Kue Ketan Hitam Kukus,kue-roti
1020,Bolu Marmer,kue-roti
1021,Brownies Panggang Klasik,kue-roti
1022,Pastel Isi Ayam,kue-roti
1023,Roti Sobek,kue-roti
1024,Bitterballen,kue-roti
1025,Roti Goreng Isi Cokelat,kue-roti
1026,Black Forest,kue-roti
1027,Kue Bangkit,kue-roti
1028,Kue Talam Tepung Beras Pandan,kue-roti
1029,Kue Mochi,kue-roti
1030,Kue Gabin Ragout,kue-roti
1031,Roti Kasur,kue-roti
1032,Kue Leker,kue-roti
1033,Sponge Cake Lemon,kue-roti
1034,Kue Rangi,kue-roti
1035,Tiramisu,kue-roti
1036,Chiffon Cake Pandan,kue-roti
1037,Risoles Ragout Sayur,kue-roti
1038,Kue Khamir (Kamir),kue-roti
1039,Bingka Kentang,kue-roti
1040,Kue Lumpur Labu Kuning,kue-roti
1041,Roti Pisang,kue-roti
1042,Egg Tart Portuguese,kue-roti
1043,Waffle,kue-roti
1044,Roti Boy O (Mocha Bun),kue-roti
1045,Mille Crepes,kue-roti
1046,Brownies Kukus Lumer ala Amanda,kue-roti
1047,Bolu Kukus Gula Merah,kue-roti
1048,Kue Talam Singkong Gula Merah,kue-roti
1049,Bolu Kukus Pandan,kue-roti
1050,Bolu Kukus Pisang,kue-roti
1051,Pancake Pisang,kue-roti
1052,Roti Isi Daging,kue-roti
1053,Kue Lapis Surabaya (Spikoe),kue-roti
1054,Kue Lumpur Surga,kue-roti
1055,Carrot Cake,kue-roti
1056,Macaroon Vanilla Oreo,kue-roti
1057,Chocolate Mousse Cake,kue-roti
1058,Brudel Keju Kukus,kue-roti
1059,Kue Garpu,kue-roti
1060,Cloud Bread,kue-roti
1061,Almond Crispy,kue-roti
1062,Roti Jala Kari Daging,kue-roti
1063,Apple Pie,kue-roti
1064,Coklat Praline Kurma Kacang Mete,kue-roti
1065,Bolu Panggang Coklat,kue-roti
1066,Kue Tusuk Gigi,kue-roti
1067,Kue Tart Ulang Tahun,kue-roti
1068,Kue Cubit,kue-roti
1069,Sus Buah,kue-roti
1070,Bolu Pisang,kue-roti
1071,Kue Pancong Betawi,kue-roti
1072,Martabak Manis Cokelat Kacang,kue-roti
1073,Kue Nastar Keju,kue-roti
1074,Martabak Manis Keju Susu,kue-roti
1075,Getuk Pisang,kue-roti
1076,Pukis Keju,kue-roti
1077,Candil Ubi Ungu,jajanan-pasar
1078,Lemang Tapai,jajanan-pasar
1079,Tela Tela Singkong,jajanan-pasar
1080,Madu Mongso,jajanan-pasar
1081,Ubi Goreng,jajanan-pasar
1082,Banana Roll,jajanan-pasar
1083,Tape Ketan,jajanan-pasar
1084,Kacang Atom (Sukro) Homemade,jajanan-pasar
1085,Kue Talam,jajanan-pasar
1086,Bihun Gulung,jajanan-pasar
1087,Wedang Angsle,jajanan-pasar
1088,Telur Gulung,jajanan-pasar
1089,Choi Pan,jajanan-pasar
1090,Pisang Gulung,jajanan-pasar
1091,Lontong Medan,jajanan-pasar
1092,Pisang Goreng Madu,jajanan-pasar
1093,Cibay Pedas,jajanan-pasar
1094,Timus Singkong,jajanan-pasar
1095,Cucuru Bayao,jajanan-pasar
1096,Pisang Goreng Pontianak,jajanan-pasar
1097,Sekoteng,jajanan-pasar
1098,Kue Mendut,jajanan-pasar
1099,Rondo Royal (Tape Goreng),jajanan-pasar
1100,Lupis,jajanan-pasar
1101,Kacang Telur,jajanan-pasar
1102,Kue Cubit Green Tea,jajanan-pasar
1103,Cilok Isi Kuah,jajanan-pasar
1104,Pisang Epe,jajanan-pasar
1105,Rempeyek Kacang Tanah,jajanan-pasar
1106,Es Susu Pop Ice Mambo,jajanan-pasar
1107,Kacang Disco,jajanan-pasar
1108,Jasuke,jajanan-pasar
1109,Kue Sakura (Bolu),jajanan-pasar
1110,Sala Lauak,jajanan-pasar
1111,Biji Salak,jajanan-pasar
1112,Semar Mendem,jajanan-pasar
1113,Kulit Pangsit,jajanan-pasar
1114,Gandasturi,jajanan-pasar
1115,Martabak Mesir,jajanan-pasar
1116,Corndog,jajanan-pasar
1117,Biji Ketapang,jajanan-pasar
1118,Kacang Bawang,jajanan-pasar
1119,Kembang Goyang,jajanan-pasar
1120,Timus Ubi,jajanan-pasar
1121,Peyek Udang,jajanan-pasar
1122,Lumpia Basah,jajanan-pasar
1123,Bubur Manado,jajanan-pasar
1124,Barongko,jajanan-pasar
1125,Keripik Bawang,jajanan-pasar
1126,Keripik Pisang,jajanan-pasar
1127,Cilok,jajanan-pasar
1128,Getuk Goreng,jajanan-pasar
1129,Arem-Arem,jajanan-pasar
1130,Es Gabus,jajanan-pasar
1131,Carang Gesing,jajanan-pasar
1132,Bubur Ketan Hitam,jajanan-pasar
1133,Kue Mangkok,jajanan-pasar
1134,Kue Pukis Coklat (Pancong),jajanan-pasar
1135,Cenil,jajanan-pasar
1136,Dadar Gulung Isi Kelapa,jajanan-pasar
1137,Bubur Kacang Hijau,jajanan-pasar
1138,Cheese Stick (Stik Keju),jajanan-pasar
1139,Cireng Isi,jajanan-pasar
1140,Bakpia Teflon Khas Yogyakarta,jajanan-pasar
1141,Pisang Bakar Penyet,jajanan-pasar
1142,Bubur Sumsum,jajanan-pasar
1143,Onde-Onde Ketawa,jajanan-pasar
1144,Bola Bola Coklat (Truffle),jajanan-pasar
1145,Jenang Gempol,jajanan-pasar
1146,Bubur Mutiara,jajanan-pasar
1147,Lumpia Rebung,jajanan-pasar
1148,Terang Bulan,jajanan-pasar
1149,Martabak Bandung,jajanan-pasar
1150,Samosa,jajanan-pasar
1151,Risoles Mayo,jajanan-pasar
1152,Misoa Goreng,jajanan-pasar
1153,Perkedel Bondon,jajanan-pasar
1154,Bubur Candil,jajanan-pasar
1155,Amparan Tatak,jajanan-pasar
1156,Ketan Durian,jajanan-pasar
1157,Pisang Goreng Kipas,jajanan-pasar
1158,Rujak Cuka,jajanan-pasar
1159,Rujak Cireng,jajanan-pasar
1160,Colenak,jajanan-pasar
1161,Singkong Keju,jajanan-pasar
1162,Ketan Susu,jajanan-pasar
1163,Cakwe,jajanan-pasar
1164,Lumpia Semarang,jajanan-pasar
1165,Kue Putu Bambu,jajanan-pasar
1166,Tteokbokki,jajanan-pasar
1167,Bakpao,jajanan-pasar
1168,Bubur Kampiun,jajanan-pasar
1169,Lumpia Sayur Goreng,jajanan-pasar
1170,Pisang Coklat Lumer (Piscok),jajanan-pasar
1171,Makaroni Telur (Maklor),jajanan-pasar
1172,Cimol,jajanan-pasar
1173,Martabak Telur,jajanan-pasar
1174,Gemblong Ketan Hitam,jajanan-pasar
1175,Gemblong Ketan Putih,jajanan-pasar
1176,Pisang Molen,jajanan-pasar
1177,Puding Chocolatos,puding-jeli
1178,Panna Cotta Strawberry,puding-jeli
1179,Puding Alpukat,puding-jeli
1180,Butterscotch Pudding,puding-jeli
1181,Puding Mozaik,puding-jeli
1182,Kembang Tahu Wedang (Tahok),puding-jeli
1183,Puding Tape Ketan,puding-jeli
1184,Puding Coklat Susu,puding-jeli
1185,Puding Lumut,puding-jeli
1186,Puding Buah Naga,puding-jeli
1187,Puding Kelapa Muda,puding-jeli
1188,Puding Pepaya,puding-jeli
1189,Puding Ombre Ubi Ungu,puding-jeli
1190,Silky Puding,puding-jeli
1191,Puding Oreo,puding-jeli
1192,Puding Strawberry,puding-jeli
1193,Puding Sutra,puding-jeli
1194,Puding Casablanca Pandan Coklat,puding-jeli
1195,Puding Karamel (Caramel Custard Pudding),puding-jeli
1196,Puding Regal Kopi,puding-jeli
1197,Puding Labu,puding-jeli
1198,Puding Telor Ceplok,puding-jeli
1199,Puding Susu,puding-jeli
1200,Es Lilin Nutrijel Pelangi,puding-jeli
1201,Vla Puding Buah,puding-jeli
1202,Pudot (Puding Sedot),puding-jeli
1203,Puding Mangga,puding-jeli
1204,Puding Santan (Gula Merah),puding-jeli
1205,Rempeyek Teri,keripik-kerupuk
1206,Keripik Bayam,keripik-kerupuk
1207,Keripik Singkong,keripik-kerupuk
1208,Rengginang,keripik-kerupuk
1209,Kerupuk Udang,keripik-kerupuk
1210,Kentang Mustofa,keripik-kerupuk
1211,Kerupuk Nasi,keripik-kerupuk
1212,Keripik Singkong Balado,keripik-kerupuk
1213,Coffee Jelly,buah-minuman
1214,Es Kopi Susu,buah-minuman
1215,King Mango Thai,buah-minuman
1216,Sale Pisang,buah-minuman
1217,Dalgona Coffee,buah-minuman
1218,Es Krim Strawberry,buah-minuman
1219,Dalgona Milo,buah-minuman
1220,MPASI 6 Bulan (Bubur Kabocha),buah-minuman
1221,Teh Susu Telur (Talua) Khas Medan,buah-minuman
1222,Es Alpukat,buah-minuman
1223,Jus Buah Naga Stroberi,buah-minuman
1224,Cappucino Cincau,buah-minuman
1225,Mango Sago,buah-minuman
1226,Rujak Mangga Muda,buah-minuman
1227,Kolak Durian,buah-minuman
1228,Es Doger,buah-minuman
1229,Jus Alpukat,buah-minuman
1230,Es Boba Brown Sugar,buah-minuman
1231,Teh Tarik,buah-minuman
1232,Setup Pisang,buah-minuman
1233,Beras Kencur,buah-minuman
1234,Kunyit Asam,buah-minuman
1235,Susu Kedelai,buah-minuman
1236,Es Gempol Pleret,buah-minuman
1237,Kolak Labu,buah-minuman
1238,Es Lidah Buaya,buah-minuman
1239,Selai Nanas,buah-minuman
1240,Rujak Serut,buah-minuman
1241,Overnight Oat,buah-minuman
1242,Es Rumput Laut,buah-minuman
1243,Es Teler,buah-minuman
1244,Thai Tea,buah-minuman
1245,Jus Mangga,buah-minuman
1246,Nanas Goreng,buah-minuman
1247,Es Krim Coklat Homemade,buah-minuman
1248,Sorbet Buah,buah-minuman
1249,Es Timun Suri,buah-minuman
1250,Es Manado,buah-minuman
1251,Wedang Ronde,buah-minuman
1252,Manisan Kolang Kaling,buah-minuman
1253,Es Kopyor,buah-minuman
1254,Manisan Mangga,buah-minuman
1255,Mango Sticky Rice,buah-minuman
1256,Sarabba,buah-minuman
1257,Es Cendol Dawet,buah-minuman
1258,Rujak Buah,buah-minuman
1259,Lotek,buah-minuman
1260,Es Selendang Mayang,buah-minuman
1261,Es Kacang Merah,buah-minuman
1262,Es Sarang Burung,buah-minuman
1263,Es Kepal Milo,buah-minuman
1264,Es Oyen,buah-minuman
1265,Guacamole,buah-minuman
1266,Es Timun Serut,buah-minuman
1267,Es Buah,buah-minuman
1268,Es Kelapa Muda,buah-minuman
1269,Es Cincau,buah-minuman
1270,Asinan Rambutan,buah-minuman
1271,Asinan Buah,buah-minuman
1272,Sop Buah,buah-minuman
1273,Bandrek,buah-minuman
